lead_id,created_date,lead_source,company_size,industry,sales_rep,current_stage,mql_date,demo_booked_date,days_mql_to_demo_booked,demo_completed_date,trial_start_date,closed_date,deal_value,churned
L-1191,7/23/2025,LinkedIn,Startup (1-10),EdTech,Maria Santos,Lead,,,,,,,0,FALSE
L-1192,2/17/2026,Paid Ads,SMB (11-50),Marketing,Priya Patel,Lead,,,,,,,0,FALSE
L-1193,11/8/2025,Referral,Startup (1-10),EdTech,Maria Santos,Closed Won,11/13/2025,11/14/2025,1,11/15/2025,11/18/2025,12/10/2025,5329.93,FALSE
L-1194,7/19/2025,Paid Ads,Startup (1-10),HealthTech,Tom Wilson,MQL,7/20/2025,,,,,,0,FALSE
L-1195,3/19/2026,Referral,Mid-Market (51-200),FinTech,Priya Patel,Demo Completed,3/23/2026,3/25/2026,2,3/26/2026,,,0,FALSE
L-1196,2/17/2026,LinkedIn,Mid-Market (51-200),HR Tech,Priya Patel,MQL,2/20/2026,,,,,,0,FALSE
L-1197,11/15/2025,Paid Ads,Startup (1-10),Marketing,Priya Patel,Demo Completed,11/19/2025,11/29/2025,10,12/2/2025,,,0,FALSE
L-1198,10/28/2025,LinkedIn,SMB (11-50),HR Tech,Tom Wilson,Demo Booked,10/29/2025,10/31/2025,2,,,,0,FALSE
L-1199,11/4/2025,Paid Ads,SMB (11-50),Logistics,Priya Patel,Demo Completed,11/5/2025,11/15/2025,10,11/18/2025,,,0,FALSE
L-1200,2/9/2026,Organic Search,Startup (1-10),SaaS,Maria Santos,MQL,2/11/2026,,,,,,0,FALSE
L-1201,3/27/2026,Paid Ads,Mid-Market (51-200),Logistics,Maria Santos,MQL,3/30/2026,,,,,,0,FALSE
L-1202,12/31/2025,Organic Search,Mid-Market (51-200),SaaS,Alex Thompson,MQL,1/2/2026,,,,,,0,FALSE
L-1203,10/9/2025,Organic Search,Mid-Market (51-200),Marketing,James Chen,Closed Lost,10/11/2025,10/13/2025,2,10/13/2025,10/20/2025,,0,FALSE
L-1204,4/18/2025,Paid Ads,SMB (11-50),SaaS,James Chen,MQL,4/19/2025,,,,,,0,FALSE
L-1205,5/10/2025,Organic Search,SMB (11-50),Marketing,Maria Santos,Demo Booked,5/14/2025,5/20/2025,6,,,,0,FALSE
L-1206,11/4/2025,Paid Ads,SMB (11-50),Marketing,Alex Thompson,Demo Booked,11/5/2025,11/9/2025,4,,,,0,FALSE
L-1207,7/23/2025,Organic Search,SMB (11-50),Logistics,Maria Santos,Lead,,,,,,,0,FALSE
L-1208,4/9/2025,Organic Search,SMB (11-50),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-1209,7/24/2025,LinkedIn,Enterprise (200+),HealthTech,Priya Patel,Closed Lost,7/25/2025,7/27/2025,2,7/29/2025,8/5/2025,,0,FALSE
L-1210,1/29/2026,Paid Ads,SMB (11-50),SaaS,Priya Patel,MQL,1/31/2026,,,,,,0,FALSE
L-1211,12/9/2025,LinkedIn,SMB (11-50),SaaS,Maria Santos,MQL,12/12/2025,,,,,,0,FALSE
L-1212,8/16/2025,LinkedIn,Startup (1-10),Logistics,Maria Santos,Lead,,,,,,,0,FALSE
L-1213,2/28/2026,LinkedIn,Mid-Market (51-200),HR Tech,Alex Thompson,MQL,3/4/2026,,,,,,0,FALSE
L-1214,11/4/2025,Organic Search,Mid-Market (51-200),HealthTech,Maria Santos,Closed Won,11/8/2025,11/9/2025,1,11/10/2025,11/11/2025,12/1/2025,32855.54,FALSE
L-1215,4/5/2025,Organic Search,Startup (1-10),Logistics,Priya Patel,MQL,4/9/2025,,,,,,0,FALSE
L-1216,9/13/2025,LinkedIn,Enterprise (200+),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-1217,12/24/2025,Organic Search,Mid-Market (51-200),E-commerce,Alex Thompson,MQL,12/29/2025,,,,,,0,FALSE
L-1218,7/17/2025,Organic Search,SMB (11-50),HR Tech,Priya Patel,Lead,,,,,,,0,FALSE
L-1219,12/25/2025,Cold Outreach,Mid-Market (51-200),E-commerce,James Chen,Lead,,,,,,,0,FALSE
L-1220,11/27/2025,Organic Search,SMB (11-50),E-commerce,James Chen,Closed Lost,11/28/2025,12/6/2025,8,12/8/2025,12/13/2025,,0,FALSE
L-1221,2/16/2026,Paid Ads,SMB (11-50),SaaS,Alex Thompson,Demo Completed,2/18/2026,3/4/2026,14,3/7/2026,,,0,FALSE
L-1222,1/29/2026,Organic Search,Mid-Market (51-200),SaaS,Maria Santos,Demo Booked,1/31/2026,2/3/2026,3,,,,0,FALSE
L-1223,1/29/2026,Organic Search,Mid-Market (51-200),EdTech,Tom Wilson,MQL,2/3/2026,,,,,,0,FALSE
L-1224,5/17/2025,Organic Search,Startup (1-10),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-1225,9/13/2025,Referral,Startup (1-10),HR Tech,Maria Santos,Closed Lost,9/14/2025,9/25/2025,11,9/25/2025,9/29/2025,,0,FALSE
L-1226,9/10/2025,Organic Search,SMB (11-50),Marketing,Tom Wilson,MQL,9/15/2025,,,,,,0,FALSE
L-1227,11/10/2025,Cold Outreach,Enterprise (200+),Marketing,James Chen,Lead,,,,,,,0,FALSE
L-1228,11/9/2025,Organic Search,Mid-Market (51-200),HealthTech,Tom Wilson,Demo Completed,11/11/2025,11/23/2025,12,11/26/2025,,,0,FALSE
L-1229,10/9/2025,Organic Search,Enterprise (200+),SaaS,Priya Patel,Closed Lost,10/10/2025,10/13/2025,3,10/15/2025,10/18/2025,,0,FALSE
L-1230,2/26/2026,Organic Search,Startup (1-10),Marketing,Maria Santos,Demo Booked,3/2/2026,3/11/2026,9,,,,0,FALSE
L-1231,2/18/2026,LinkedIn,Mid-Market (51-200),HR Tech,Tom Wilson,Demo Completed,2/20/2026,2/21/2026,1,2/22/2026,,,0,FALSE
L-1232,6/1/2025,Paid Ads,Mid-Market (51-200),HealthTech,Priya Patel,Demo Booked,6/2/2025,6/10/2025,8,,,,0,FALSE
L-1233,1/26/2026,Paid Ads,Mid-Market (51-200),EdTech,James Chen,Lead,,,,,,,0,FALSE
L-1234,3/8/2026,Organic Search,Startup (1-10),Logistics,Priya Patel,Lead,,,,,,,0,FALSE
L-1235,5/13/2025,Paid Ads,Mid-Market (51-200),E-commerce,Alex Thompson,Demo Booked,5/14/2025,5/16/2025,2,,,,0,FALSE
L-1236,1/13/2026,LinkedIn,Enterprise (200+),Marketing,Alex Thompson,Closed Lost,1/16/2026,1/30/2026,14,1/30/2026,1/31/2026,,0,FALSE
L-1237,7/21/2025,Organic Search,Enterprise (200+),E-commerce,Maria Santos,Demo Completed,7/25/2025,8/3/2025,9,8/4/2025,,,0,FALSE
L-1238,7/1/2025,LinkedIn,SMB (11-50),Logistics,Alex Thompson,Closed Lost,7/6/2025,7/8/2025,2,7/10/2025,7/14/2025,,0,FALSE
L-1239,11/17/2025,Organic Search,SMB (11-50),EdTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-1240,1/1/2026,Referral,Startup (1-10),Logistics,James Chen,Demo Booked,1/5/2026,1/8/2026,3,,,,0,FALSE
L-1241,12/19/2025,Organic Search,Mid-Market (51-200),Marketing,Maria Santos,Closed Won,12/22/2025,12/27/2025,5,12/28/2025,1/1/2026,1/19/2026,34913.08,FALSE
L-1242,4/5/2025,Cold Outreach,SMB (11-50),HealthTech,Alex Thompson,Demo Completed,4/9/2025,4/16/2025,7,4/19/2025,,,0,FALSE
L-1243,1/20/2026,LinkedIn,SMB (11-50),HR Tech,Tom Wilson,Lead,,,,,,,0,FALSE
L-1244,10/9/2025,LinkedIn,SMB (11-50),SaaS,Alex Thompson,MQL,10/13/2025,,,,,,0,FALSE
L-1245,5/26/2025,Paid Ads,Enterprise (200+),SaaS,Tom Wilson,MQL,5/29/2025,,,,,,0,FALSE
L-1246,1/31/2026,Organic Search,Startup (1-10),E-commerce,Alex Thompson,Lead,,,,,,,0,FALSE
L-1247,3/6/2026,Cold Outreach,Startup (1-10),E-commerce,James Chen,Lead,,,,,,,0,FALSE
L-1248,9/25/2025,Cold Outreach,Enterprise (200+),Marketing,James Chen,Lead,,,,,,,0,FALSE
L-1249,6/28/2025,Paid Ads,Startup (1-10),E-commerce,James Chen,Closed Lost,6/29/2025,7/1/2025,2,7/3/2025,7/5/2025,,0,FALSE
L-1250,3/9/2026,Organic Search,Mid-Market (51-200),SaaS,Priya Patel,MQL,3/13/2026,,,,,,0,FALSE
L-1251,6/8/2025,LinkedIn,Startup (1-10),E-commerce,Alex Thompson,MQL,6/11/2025,,,,,,0,FALSE
L-1252,10/19/2025,LinkedIn,Mid-Market (51-200),Logistics,Tom Wilson,Demo Completed,10/22/2025,10/30/2025,8,10/31/2025,,,0,FALSE
L-1253,2/25/2026,Paid Ads,Mid-Market (51-200),Logistics,Maria Santos,Closed Lost,3/1/2026,3/3/2026,2,3/4/2026,3/7/2026,,0,FALSE
L-1254,7/1/2025,Referral,SMB (11-50),Marketing,Priya Patel,MQL,7/6/2025,,,,,,0,FALSE
L-1255,4/7/2025,Organic Search,Startup (1-10),HealthTech,Priya Patel,MQL,4/9/2025,,,,,,0,FALSE
L-1256,11/3/2025,Organic Search,SMB (11-50),HR Tech,Priya Patel,Demo Booked,11/6/2025,11/20/2025,14,,,,0,FALSE
L-1257,10/4/2025,Organic Search,Mid-Market (51-200),EdTech,Tom Wilson,MQL,10/6/2025,,,,,,0,FALSE
L-1258,4/4/2025,Organic Search,SMB (11-50),HealthTech,James Chen,Demo Completed,4/9/2025,4/13/2025,4,4/13/2025,,,0,FALSE
L-1259,11/4/2025,Organic Search,Startup (1-10),EdTech,Alex Thompson,MQL,11/7/2025,,,,,,0,FALSE
L-1260,10/31/2025,Paid Ads,Startup (1-10),Marketing,Alex Thompson,Demo Booked,11/3/2025,11/4/2025,1,,,,0,FALSE
L-1261,12/30/2025,Organic Search,SMB (11-50),E-commerce,Maria Santos,Demo Completed,1/1/2026,1/5/2026,4,1/6/2026,,,0,FALSE
L-1262,5/10/2025,Cold Outreach,Enterprise (200+),HR Tech,Maria Santos,Lead,,,,,,,0,FALSE
L-1263,12/19/2025,Paid Ads,SMB (11-50),HealthTech,Priya Patel,Lead,,,,,,,0,FALSE
L-1264,10/23/2025,Paid Ads,Enterprise (200+),Marketing,Priya Patel,MQL,10/26/2025,,,,,,0,FALSE
L-1265,7/8/2025,LinkedIn,Startup (1-10),Logistics,Maria Santos,MQL,7/11/2025,,,,,,0,FALSE
L-1266,1/19/2026,Organic Search,Mid-Market (51-200),FinTech,Alex Thompson,Demo Completed,1/23/2026,1/25/2026,2,1/28/2026,,,0,FALSE
L-1267,4/10/2025,Referral,Startup (1-10),Logistics,James Chen,Closed Lost,4/12/2025,4/26/2025,14,4/26/2025,4/27/2025,,0,FALSE
L-1268,11/2/2025,Paid Ads,SMB (11-50),HR Tech,Tom Wilson,MQL,11/5/2025,,,,,,0,FALSE
L-1269,9/11/2025,Organic Search,SMB (11-50),EdTech,Alex Thompson,Closed Lost,9/15/2025,9/19/2025,4,9/22/2025,9/23/2025,,0,FALSE
L-1270,9/24/2025,Organic Search,Startup (1-10),HR Tech,Tom Wilson,Demo Completed,9/29/2025,10/2/2025,3,10/3/2025,,,0,FALSE
L-1271,4/12/2025,Paid Ads,SMB (11-50),Logistics,Priya Patel,Lead,,,,,,,0,FALSE
L-1272,1/1/2026,Paid Ads,Mid-Market (51-200),SaaS,Priya Patel,MQL,1/6/2026,,,,,,0,FALSE
L-1273,1/18/2026,Paid Ads,SMB (11-50),SaaS,Maria Santos,MQL,1/20/2026,,,,,,0,FALSE
L-1274,7/21/2025,Cold Outreach,Enterprise (200+),Logistics,Alex Thompson,Lead,,,,,,,0,FALSE
L-1275,3/7/2026,Organic Search,SMB (11-50),EdTech,Maria Santos,Lead,,,,,,,0,FALSE
L-1276,12/31/2025,Cold Outreach,Mid-Market (51-200),EdTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-1277,11/17/2025,Paid Ads,SMB (11-50),HR Tech,Alex Thompson,Demo Booked,11/19/2025,12/2/2025,13,,,,0,FALSE
L-1278,1/23/2026,Referral,Mid-Market (51-200),HealthTech,Priya Patel,Closed Won,1/27/2026,1/28/2026,1,1/28/2026,2/3/2026,2/10/2026,27750.61,FALSE
L-1279,4/12/2025,Organic Search,SMB (11-50),HealthTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-1280,11/21/2025,Cold Outreach,Mid-Market (51-200),SaaS,James Chen,Closed Lost,11/23/2025,11/25/2025,2,11/25/2025,11/29/2025,,0,FALSE
L-1281,11/23/2025,Referral,SMB (11-50),SaaS,James Chen,Closed Lost,11/24/2025,11/27/2025,3,11/27/2025,11/28/2025,,0,FALSE
L-1282,5/7/2025,Organic Search,SMB (11-50),HR Tech,Priya Patel,Lead,,,,,,,0,FALSE
L-1283,2/26/2026,Cold Outreach,Enterprise (200+),HealthTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-1284,10/21/2025,LinkedIn,SMB (11-50),FinTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-1285,2/17/2026,LinkedIn,Startup (1-10),Logistics,Tom Wilson,Lead,,,,,,,0,FALSE
L-1286,1/22/2026,Organic Search,Startup (1-10),E-commerce,Alex Thompson,Lead,,,,,,,0,FALSE
L-1287,6/12/2025,Paid Ads,Startup (1-10),Logistics,Alex Thompson,Lead,,,,,,,0,FALSE
L-1288,2/23/2026,LinkedIn,Startup (1-10),HealthTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-1289,9/23/2025,Organic Search,Mid-Market (51-200),SaaS,Alex Thompson,Closed Won,9/27/2025,10/1/2025,4,10/2/2025,10/5/2025,10/23/2025,34906.18,FALSE
L-1290,11/12/2025,Paid Ads,Mid-Market (51-200),Marketing,Priya Patel,MQL,11/14/2025,,,,,,0,FALSE
L-1291,8/10/2025,Referral,Startup (1-10),Marketing,Priya Patel,MQL,8/11/2025,,,,,,0,FALSE
L-1292,10/4/2025,Organic Search,Startup (1-10),FinTech,Alex Thompson,Demo Completed,10/9/2025,10/19/2025,10,10/21/2025,,,0,FALSE
L-1293,12/3/2025,Organic Search,Enterprise (200+),E-commerce,Tom Wilson,Closed Lost,12/7/2025,12/8/2025,1,12/9/2025,12/16/2025,,0,FALSE
L-1294,1/17/2026,Paid Ads,Startup (1-10),HR Tech,Priya Patel,Lead,,,,,,,0,FALSE
L-1295,10/4/2025,Cold Outreach,Mid-Market (51-200),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-1296,5/5/2025,Organic Search,Startup (1-10),EdTech,Tom Wilson,MQL,5/10/2025,,,,,,0,FALSE
L-1297,1/16/2026,Organic Search,Startup (1-10),FinTech,Priya Patel,Closed Lost,1/18/2026,1/20/2026,2,1/21/2026,1/26/2026,,0,FALSE
L-1298,12/24/2025,Paid Ads,Mid-Market (51-200),HealthTech,James Chen,Demo Booked,12/26/2025,12/30/2025,4,,,,0,FALSE
L-1299,12/1/2025,Paid Ads,Mid-Market (51-200),HealthTech,James Chen,Demo Completed,12/2/2025,12/3/2025,1,12/5/2025,,,0,FALSE
L-1300,2/24/2026,Organic Search,Mid-Market (51-200),HealthTech,Priya Patel,MQL,3/1/2026,,,,,,0,FALSE
L-1301,8/17/2025,Cold Outreach,Startup (1-10),Logistics,Tom Wilson,Lead,,,,,,,0,FALSE
L-1302,8/14/2025,Paid Ads,SMB (11-50),Marketing,Alex Thompson,Lead,,,,,,,0,FALSE
L-1303,5/28/2025,Paid Ads,Startup (1-10),Marketing,Priya Patel,Lead,,,,,,,0,FALSE
L-1304,11/27/2025,Cold Outreach,SMB (11-50),EdTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-1305,11/13/2025,Paid Ads,Mid-Market (51-200),Marketing,Maria Santos,MQL,11/18/2025,,,,,,0,FALSE
L-1306,9/5/2025,Paid Ads,Startup (1-10),SaaS,James Chen,MQL,9/8/2025,,,,,,0,FALSE
L-1307,3/11/2026,Organic Search,Mid-Market (51-200),SaaS,Tom Wilson,Demo Completed,3/13/2026,3/20/2026,7,3/21/2026,,,0,FALSE
L-1308,7/27/2025,Organic Search,SMB (11-50),Logistics,Alex Thompson,Lead,,,,,,,0,FALSE
L-1309,6/14/2025,Organic Search,Mid-Market (51-200),Marketing,Alex Thompson,MQL,6/17/2025,,,,,,0,FALSE
L-1310,4/3/2025,Paid Ads,SMB (11-50),Logistics,Priya Patel,Lead,,,,,,,0,FALSE
L-1311,11/20/2025,Organic Search,Enterprise (200+),EdTech,James Chen,MQL,11/21/2025,,,,,,0,FALSE
L-1312,10/9/2025,Paid Ads,Mid-Market (51-200),Marketing,Alex Thompson,MQL,10/13/2025,,,,,,0,FALSE
L-1313,2/11/2026,Paid Ads,SMB (11-50),SaaS,James Chen,Demo Completed,2/14/2026,2/16/2026,2,2/19/2026,,,0,FALSE
L-1314,8/6/2025,Cold Outreach,Mid-Market (51-200),Logistics,Priya Patel,MQL,8/11/2025,,,,,,0,FALSE
L-1315,1/1/2026,Paid Ads,Startup (1-10),EdTech,Alex Thompson,Demo Booked,1/4/2026,1/6/2026,2,,,,0,FALSE
L-1316,9/1/2025,Organic Search,Startup (1-10),E-commerce,Tom Wilson,Demo Booked,9/6/2025,9/8/2025,2,,,,0,FALSE
L-1317,6/11/2025,Paid Ads,SMB (11-50),Marketing,Maria Santos,Lead,,,,,,,0,FALSE
L-1318,11/15/2025,Paid Ads,Mid-Market (51-200),EdTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-1319,10/3/2025,Paid Ads,SMB (11-50),SaaS,Priya Patel,Demo Completed,10/6/2025,10/7/2025,1,10/10/2025,,,0,FALSE
L-1320,10/9/2025,LinkedIn,Mid-Market (51-200),FinTech,Tom Wilson,MQL,10/13/2025,,,,,,0,FALSE
L-1321,12/8/2025,Cold Outreach,Mid-Market (51-200),EdTech,Tom Wilson,MQL,12/11/2025,,,,,,0,FALSE
L-1322,6/21/2025,LinkedIn,SMB (11-50),HealthTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-1323,2/27/2026,LinkedIn,Startup (1-10),HR Tech,Tom Wilson,Lead,,,,,,,0,FALSE
L-1324,11/25/2025,LinkedIn,Mid-Market (51-200),Logistics,Alex Thompson,MQL,11/27/2025,,,,,,0,FALSE
L-1325,12/27/2025,Paid Ads,Mid-Market (51-200),EdTech,Priya Patel,Lead,,,,,,,0,FALSE
L-1326,1/20/2026,LinkedIn,Enterprise (200+),FinTech,Priya Patel,MQL,1/25/2026,,,,,,0,FALSE
L-1327,8/11/2025,Paid Ads,Startup (1-10),Logistics,James Chen,Lead,,,,,,,0,FALSE
L-1328,1/20/2026,Organic Search,Mid-Market (51-200),HR Tech,James Chen,Lead,,,,,,,0,FALSE
L-1329,6/15/2025,Cold Outreach,Mid-Market (51-200),E-commerce,James Chen,Demo Booked,6/17/2025,6/18/2025,1,,,,0,FALSE
L-1330,7/13/2025,Paid Ads,SMB (11-50),SaaS,James Chen,MQL,7/17/2025,,,,,,0,FALSE
L-1331,6/10/2025,Paid Ads,Enterprise (200+),EdTech,Maria Santos,Lead,,,,,,,0,FALSE
L-1332,11/14/2025,Cold Outreach,Startup (1-10),Logistics,Maria Santos,Lead,,,,,,,0,FALSE
L-1333,11/11/2025,LinkedIn,Startup (1-10),FinTech,Priya Patel,MQL,11/13/2025,,,,,,0,FALSE
L-1334,1/22/2026,Organic Search,Startup (1-10),E-commerce,Tom Wilson,Lead,,,,,,,0,FALSE
L-1335,2/4/2026,Paid Ads,Mid-Market (51-200),HealthTech,Priya Patel,MQL,2/7/2026,,,,,,0,FALSE
L-1336,8/9/2025,Paid Ads,Startup (1-10),EdTech,Priya Patel,Demo Booked,8/13/2025,8/17/2025,4,,,,0,FALSE
L-1337,2/28/2026,Organic Search,Enterprise (200+),HealthTech,Priya Patel,MQL,3/1/2026,,,,,,0,FALSE
L-1338,2/26/2026,LinkedIn,Mid-Market (51-200),FinTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-1339,4/5/2025,Paid Ads,Mid-Market (51-200),E-commerce,Tom Wilson,Demo Booked,4/7/2025,4/11/2025,4,,,,0,FALSE
L-1340,10/30/2025,LinkedIn,Mid-Market (51-200),EdTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-1341,10/4/2025,Organic Search,Startup (1-10),E-commerce,James Chen,Lead,,,,,,,0,FALSE
L-1342,9/4/2025,Paid Ads,Startup (1-10),HR Tech,James Chen,MQL,9/7/2025,,,,,,0,FALSE
L-1343,4/15/2025,Paid Ads,SMB (11-50),FinTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-1344,1/2/2026,Paid Ads,Mid-Market (51-200),Logistics,Maria Santos,MQL,1/7/2026,,,,,,0,FALSE
L-1345,5/18/2025,Paid Ads,Startup (1-10),EdTech,James Chen,Demo Booked,5/19/2025,5/31/2025,12,,,,0,FALSE
L-1346,11/30/2025,Organic Search,Startup (1-10),FinTech,Alex Thompson,Demo Completed,12/3/2025,12/17/2025,14,12/20/2025,,,0,FALSE
L-1347,6/6/2025,LinkedIn,Startup (1-10),SaaS,Tom Wilson,Lead,,,,,,,0,FALSE
L-1348,8/23/2025,Paid Ads,Mid-Market (51-200),HealthTech,Priya Patel,Lead,,,,,,,0,FALSE
L-1349,9/16/2025,Paid Ads,Startup (1-10),E-commerce,Alex Thompson,Lead,,,,,,,0,FALSE
L-1350,9/15/2025,Organic Search,SMB (11-50),Marketing,James Chen,MQL,9/17/2025,,,,,,0,FALSE
L-1351,7/11/2025,Cold Outreach,Startup (1-10),Logistics,Maria Santos,Lead,,,,,,,0,FALSE
L-1352,10/21/2025,Paid Ads,Mid-Market (51-200),SaaS,James Chen,Demo Booked,10/26/2025,11/3/2025,8,,,,0,FALSE
L-1353,2/13/2026,Organic Search,SMB (11-50),SaaS,Priya Patel,Demo Completed,2/17/2026,3/2/2026,13,3/3/2026,,,0,FALSE
L-1354,3/9/2026,LinkedIn,SMB (11-50),HR Tech,Maria Santos,Lead,,,,,,,0,FALSE
L-1355,2/23/2026,LinkedIn,Startup (1-10),EdTech,Priya Patel,Closed Lost,2/28/2026,3/12/2026,12,3/14/2026,3/17/2026,,0,FALSE
L-1356,7/3/2025,Organic Search,Enterprise (200+),HealthTech,Tom Wilson,Demo Completed,7/8/2025,7/10/2025,2,7/11/2025,,,0,FALSE
L-1357,7/27/2025,Organic Search,Startup (1-10),EdTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-1358,3/15/2026,Cold Outreach,Startup (1-10),E-commerce,Maria Santos,Demo Booked,3/20/2026,4/2/2026,13,,,,0,FALSE
L-1359,10/17/2025,LinkedIn,Startup (1-10),Logistics,Alex Thompson,Lead,,,,,,,0,FALSE
L-1360,6/9/2025,Cold Outreach,Enterprise (200+),HR Tech,Alex Thompson,Lead,,,,,,,0,FALSE
L-1361,2/8/2026,Paid Ads,Startup (1-10),Marketing,James Chen,Lead,,,,,,,0,FALSE
L-1362,12/3/2025,Paid Ads,Mid-Market (51-200),E-commerce,James Chen,Lead,,,,,,,0,FALSE
L-1363,6/21/2025,LinkedIn,Mid-Market (51-200),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-1364,7/25/2025,Organic Search,Startup (1-10),EdTech,Maria Santos,Lead,,,,,,,0,FALSE
L-1365,3/11/2026,Paid Ads,Enterprise (200+),HealthTech,Tom Wilson,Demo Completed,3/15/2026,3/18/2026,3,3/20/2026,,,0,FALSE
L-1366,8/31/2025,LinkedIn,SMB (11-50),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-1367,9/22/2025,Organic Search,SMB (11-50),E-commerce,Maria Santos,Lead,,,,,,,0,FALSE
L-1368,2/15/2026,Cold Outreach,Startup (1-10),Marketing,Maria Santos,Lead,,,,,,,0,FALSE
L-1369,7/25/2025,Organic Search,Mid-Market (51-200),HR Tech,Alex Thompson,MQL,7/26/2025,,,,,,0,FALSE
L-1370,3/7/2026,Referral,SMB (11-50),EdTech,James Chen,Demo Completed,3/11/2026,3/20/2026,9,3/22/2026,,,0,FALSE
L-1371,5/13/2025,Paid Ads,Mid-Market (51-200),Marketing,Alex Thompson,Demo Booked,5/17/2025,5/21/2025,4,,,,0,FALSE
L-1372,2/5/2026,Paid Ads,Mid-Market (51-200),HR Tech,Tom Wilson,Lead,,,,,,,0,FALSE
L-1373,2/3/2026,Organic Search,SMB (11-50),Logistics,Maria Santos,MQL,2/4/2026,,,,,,0,FALSE
L-1374,3/11/2026,Paid Ads,Mid-Market (51-200),EdTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-1375,2/26/2026,Referral,Mid-Market (51-200),FinTech,Alex Thompson,Demo Completed,3/2/2026,3/13/2026,11,3/16/2026,,,0,FALSE
L-1376,5/21/2025,Paid Ads,SMB (11-50),FinTech,Alex Thompson,MQL,5/25/2025,,,,,,0,FALSE
L-1377,3/16/2026,LinkedIn,Mid-Market (51-200),Marketing,Alex Thompson,Demo Booked,3/18/2026,3/19/2026,1,,,,0,FALSE
L-1378,1/6/2026,Paid Ads,Mid-Market (51-200),SaaS,Tom Wilson,Lead,,,,,,,0,FALSE
L-1379,5/16/2025,LinkedIn,Mid-Market (51-200),E-commerce,Priya Patel,MQL,5/21/2025,,,,,,0,FALSE
L-1380,5/22/2025,LinkedIn,Enterprise (200+),EdTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-1381,10/13/2025,Paid Ads,SMB (11-50),HR Tech,James Chen,Demo Booked,10/17/2025,10/27/2025,10,,,,0,FALSE
L-1382,3/25/2026,Paid Ads,Startup (1-10),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-1383,2/11/2026,Paid Ads,SMB (11-50),E-commerce,Priya Patel,Lead,,,,,,,0,FALSE
L-1384,6/14/2025,Paid Ads,Startup (1-10),Logistics,Alex Thompson,Lead,,,,,,,0,FALSE
L-1385,8/29/2025,Organic Search,SMB (11-50),Logistics,Maria Santos,Demo Completed,8/30/2025,9/11/2025,12,9/12/2025,,,0,FALSE
L-1386,7/25/2025,Paid Ads,SMB (11-50),SaaS,James Chen,Demo Booked,7/27/2025,8/4/2025,8,,,,0,FALSE
L-1387,7/5/2025,Organic Search,SMB (11-50),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-1388,3/28/2026,Organic Search,Mid-Market (51-200),Logistics,Alex Thompson,Lead,,,,,,,0,FALSE
L-1389,10/4/2025,Organic Search,Mid-Market (51-200),Logistics,Alex Thompson,Lead,,,,,,,0,FALSE
L-1390,3/21/2026,Cold Outreach,SMB (11-50),EdTech,Maria Santos,MQL,3/23/2026,,,,,,0,FALSE
L-1391,9/8/2025,Organic Search,Startup (1-10),HR Tech,Tom Wilson,Demo Completed,9/13/2025,9/26/2025,13,9/28/2025,,,0,FALSE
L-1392,11/10/2025,Paid Ads,SMB (11-50),HR Tech,Tom Wilson,Demo Booked,11/12/2025,11/25/2025,13,,,,0,FALSE
L-1393,5/4/2025,Organic Search,Mid-Market (51-200),HealthTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-1394,12/8/2025,Paid Ads,Startup (1-10),FinTech,Tom Wilson,MQL,12/10/2025,,,,,,0,FALSE
L-1395,7/29/2025,Paid Ads,SMB (11-50),Marketing,Alex Thompson,Lead,,,,,,,0,FALSE
L-1396,3/15/2026,LinkedIn,Enterprise (200+),E-commerce,Tom Wilson,MQL,3/16/2026,,,,,,0,FALSE
L-1397,2/9/2026,Paid Ads,Mid-Market (51-200),HealthTech,Maria Santos,MQL,2/13/2026,,,,,,0,FALSE
L-1398,4/16/2025,LinkedIn,Startup (1-10),E-commerce,James Chen,Lead,,,,,,,0,FALSE
L-1399,10/24/2025,Organic Search,Startup (1-10),HealthTech,Maria Santos,MQL,10/28/2025,,,,,,0,FALSE
